1,worms_phylum,worms_class,worms_order,worms_family,worms_valid_name,erroneous record,worms_id,checklist_crust,checklist_molluscs,idigbio,obis,bold
1956,annelida,polychaeta,terebellida,terebellidae,Terebella lapidaria,,131542,0,0,1,1,1
1957,annelida,polychaeta,terebellida,terebellidae,Terebella pterochaeta,,209923,0,0,1,1,0
2928,annelida,polychaeta,terebellida,terebellidae,Terebella verrilli,,332497,0,0,0,1,0
1958,annelida,polychaeta,terebellida,terebellidae,Thelepus cincinnatus,,131543,0,0,1,1,1
1959,annelida,polychaeta,terebellida,terebellidae,Thelepus crispus,,332560,0,0,1,0,1
1960,annelida,polychaeta,terebellida,terebellidae,Thelepus hamatus,,332563,0,0,1,1,0
1961,annelida,polychaeta,terebellida,terebellidae,Thelepus setosus,,131544,0,0,1,1,0
1962,annelida,polychaeta,terebellida,terebellidae,Thelepus triserialis,,131545,0,0,1,0,0
1963,annelida,polychaeta,terebellida,terebellidae,Thelepus verrilli,,340123,0,0,1,0,0
2334,annelida,polychaeta,echiuroidea,thalassematidae,Thalassema viride,,157606,0,0,0,1,0
2688,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris (Johnstonella) catharina,,581692,0,0,0,1,0
2689,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris (Johnstonella) helgolandica,,334946,0,0,0,1,0
1336,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris (Johnstonella) pacifica,,334948,0,0,1,1,0
1337,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris cavallii,,131548,0,0,1,1,0
1338,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris krampi,,131556,0,0,1,1,0
1339,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris nisseni,,131562,0,0,1,1,0
1340,annelida,polychaeta,phyllodocida,tomopteridae,Tomopteris septentrionalis,,131568,0,0,1,1,1
2273,annelida,polychaeta,NA,travisiidae,Travisia brevis,,332630,0,0,1,1,1
2274,annelida,polychaeta,NA,travisiidae,Travisia carnea,,156679,0,0,1,1,0
2275,annelida,polychaeta,NA,travisiidae,Travisia forbesii,,130512,0,0,1,1,1
2276,annelida,polychaeta,NA,travisiidae,Travisia gigas,,332638,0,0,1,1,0
3051,annelida,polychaeta,NA,travisiidae,Travisia gravieri,,337052,0,0,0,1,0
2277,annelida,polychaeta,NA,travisiidae,Travisia hobsonae,,332640,0,0,1,1,0
2278,annelida,polychaeta,NA,travisiidae,Travisia japonica,,332642,0,0,1,0,0
2279,annelida,polychaeta,NA,travisiidae,Travisia parva,,332645,0,0,1,1,0
2280,annelida,polychaeta,NA,travisiidae,Travisia pupa,,254764,0,0,1,1,1
2929,annelida,polychaeta,terebellida,trichobranchidae,Artacamella hancocki,,326656,0,0,0,1,1
1964,annelida,polychaeta,terebellida,trichobranchidae,Terebellides atlantis,,332501,0,0,1,1,0
1965,annelida,polychaeta,terebellida,trichobranchidae,Terebellides californica,,332504,0,0,1,1,1
1966,annelida,polychaeta,terebellida,trichobranchidae,Terebellides distincta,,332506,0,0,1,1,0
2930,annelida,polychaeta,terebellida,trichobranchidae,Terebellides ehlersi,,332507,0,0,0,1,0
2931,annelida,polychaeta,terebellida,trichobranchidae,Terebellides horikoshii,,332508,0,0,0,1,0
2932,annelida,polychaeta,terebellida,trichobranchidae,Terebellides kobei,,332511,0,0,0,1,0
1967,annelida,polychaeta,terebellida,trichobranchidae,Terebellides lobatus,,332516,0,0,1,1,0
2933,annelida,polychaeta,terebellida,trichobranchidae,Terebellides parvus,,332521,0,0,0,1,0
1968,annelida,polychaeta,terebellida,trichobranchidae,Terebellides reishi,,332522,0,0,1,1,1
1970,annelida,polychaeta,terebellida,trichobranchidae,Terebellides stroemii,,183466,0,0,1,0,1
1971,annelida,polychaeta,terebellida,trichobranchidae,Trichobranchus drewi,,866157,0,0,1,1,0
1972,annelida,polychaeta,terebellida,trichobranchidae,Trichobranchus glacialis,,131574,0,0,1,1,1
1973,annelida,polychaeta,terebellida,trichobranchidae,Trichobranchus hancocki,,326656,0,0,1,0,1
1974,annelida,polychaeta,terebellida,trichobranchidae,Trichobranchus roseus,,131575,0,0,1,1,0
1708,annelida,polychaeta,spionida,trochochaetidae,Trochochaeta carica,,156680,0,0,1,1,0
1710,annelida,polychaeta,spionida,trochochaetidae,Trochochaeta multisetosa,,334954,0,0,1,0,0
1711,annelida,polychaeta,spionida,trochochaetidae,Trochochaeta pettiboneae,,332212,0,0,1,1,0
1712,annelida,polychaeta,spionida,trochochaetidae,Trochochaeta watsoni,,131577,0,0,1,0,0
1342,annelida,polychaeta,phyllodocida,typhloscolecidae,Sagitella kowalewskii,,338611,0,0,1,0,0
1343,annelida,polychaeta,phyllodocida,typhloscolecidae,Travisiopsis coniceps,,209721,0,0,1,1,0
2690,annelida,polychaeta,phyllodocida,typhloscolecidae,Travisiopsis dubia,,209722,0,0,0,1,0
1344,annelida,polychaeta,phyllodocida,typhloscolecidae,Travisiopsis levinseni,,131580,0,0,1,1,0
1345,annelida,polychaeta,phyllodocida,typhloscolecidae,Travisiopsis lobifera,,131581,0,0,1,1,0
1346,annelida,polychaeta,phyllodocida,typhloscolecidae,Typhloscolex muelleri,,131582,0,0,1,1,1
10127,arthropoda,arachnida,trombidiformes,halacaridae,Acarothrix ampliata,,406469,0,0,1,0,0
11393,arthropoda,arachnida,trombidiformes,halacaridae,Agaue corollata,,114878,0,0,0,1,0
10128,arthropoda,arachnida,trombidiformes,halacaridae,Agauopsis newelli,,406566,0,0,1,0,0
11394,arthropoda,arachnida,trombidiformes,halacaridae,Bathyhalacarus atlanticus,,406636,0,0,0,1,0
11395,arthropoda,arachnida,trombidiformes,halacaridae,Copidognathus papillatus,,406844,0,0,0,1,0
11396,arthropoda,arachnida,trombidiformes,halacaridae,Halacarus longior,,183179,0,0,0,1,0
11397,arthropoda,arachnida,trombidiformes,halacaridae,Halacarus triunguis,,406996,0,0,0,1,0
10124,arthropoda,arachnida,ixodida,ixodidae,Ixodes uriae,,762203,0,0,1,0,1
10121,arthropoda,arachnida,araneae,linyphiidae,Grammonota trivittata,,509975,0,0,1,0,0
10122,arthropoda,arachnida,araneae,lycosidae,Arctosa littoralis,,509839,0,0,1,0,1
10123,arthropoda,arachnida,araneae,lycosidae,Geolycosa pikei,,509969,0,0,1,0,1
10125,arthropoda,arachnida,sarcoptiformes,scheloribatidae,Scheloribates elegans,,508392,0,0,1,0,0
10126,arthropoda,arachnida,sarcoptiformes,scheloribatidae,Scheloribates luteomarginatus,,508394,0,0,1,0,0
11398,arthropoda,branchiopoda,anomopoda,bosminidae,Bosmina (Eubosmina) coregoni,,106271,0,0,0,1,0
3090,arthropoda,branchiopoda,onychopoda,cercopagididae,Bythotrephes longimanus,,412863,1,0,0,0,1
3054,arthropoda,branchiopoda,anomopoda,chydoridae,Alona affinis,,412807,1,0,0,0,1
3055,arthropoda,branchiopoda,anomopoda,chydoridae,Alona costata,,412808,1,0,0,0,1
3056,arthropoda,branchiopoda,anomopoda,chydoridae,Alona quadrangularis,,247976,1,0,0,0,0
3057,arthropoda,branchiopoda,anomopoda,chydoridae,Disparalona leei,,148409,1,0,0,0,0
3058,arthropoda,branchiopoda,anomopoda,chydoridae,Graptoleberis testudinaria,,247979,1,0,0,0,1
3059,arthropoda,branchiopoda,anomopoda,chydoridae,Leydigia acanthocercoides,,148396,1,0,0,0,1
3060,arthropoda,branchiopoda,anomopoda,chydoridae,Leydigia leydigi,,148411,1,0,0,0,0
3061,arthropoda,branchiopoda,anomopoda,chydoridae,Monospilus dispar,,412824,1,0,0,0,1
3062,arthropoda,branchiopoda,anomopoda,chydoridae,Paralona pigra,,412818,1,0,0,0,1
3063,arthropoda,branchiopoda,anomopoda,chydoridae,Pleuroxus aduncus,,148397,1,0,0,0,1
3064,arthropoda,branchiopoda,anomopoda,chydoridae,Pseudochydorus globosus,,412822,1,0,0,0,1
3065,arthropoda,branchiopoda,anomopoda,daphniidae,Ceriodaphnia cornuta,,345460,1,0,0,0,1
3085,arthropoda,branchiopoda,diplostraca,daphniidae,Ceriodaphnia laticaudata,,148394,1,0,0,0,1
3066,arthropoda,branchiopoda,anomopoda,daphniidae,Ceriodaphnia pulchella,,148395,1,0,0,0,0
3067,arthropoda,branchiopoda,anomopoda,daphniidae,Ceriodaphnia quadrangula,,148408,1,0,0,0,0
3068,arthropoda,branchiopoda,anomopoda,daphniidae,Ceriodaphnia reticulata,,148400,1,0,0,0,0
3069,arthropoda,branchiopoda,anomopoda,daphniidae,Daphnia ambigua,,157608,1,0,0,0,1
3070,arthropoda,branchiopoda,anomopoda,daphniidae,Daphnia longiremis,,709334,1,0,0,0,1
3071,arthropoda,branchiopoda,anomopoda,daphniidae,Daphnia magna,,148372,1,0,0,0,1
3072,arthropoda,branchiopoda,anomopoda,daphniidae,Daphnia pulex,,148375,1,0,0,0,1
3073,arthropoda,branchiopoda,anomopoda,daphniidae,Scapholeberis mucronata,,148398,1,0,0,0,1
3074,arthropoda,branchiopoda,anomopoda,daphniidae,Simocephalus exspinosus,,148403,1,0,0,0,1
3075,arthropoda,branchiopoda,anomopoda,daphniidae,Simocephalus serrulatus,,412852,1,0,0,0,1
3076,arthropoda,branchiopoda,anomopoda,daphniidae,Simocephalus vetulus,,148404,1,0,0,0,1
3082,arthropoda,branchiopoda,ctenopoda,holopediidae,Holopedium gibberum,,160273,1,0,0,0,1
3077,arthropoda,branchiopoda,anomopoda,ilyocryptidae,Ilyocryptus acutifrons,,412854,1,0,0,0,0
3078,arthropoda,branchiopoda,anomopoda,ilyocryptidae,Ilyocryptus agilis,,394962,1,0,0,0,1
3079,arthropoda,branchiopoda,anomopoda,ilyocryptidae,Ilyocryptus sordidus,,148410,1,0,0,0,0
3080,arthropoda,branchiopoda,anomopoda,moinidae,Moina affinis,,412855,1,0,0,0,0
3081,arthropoda,branchiopoda,anomopoda,moinidae,Moina micrura,,345486,1,0,0,0,1
3086,arthropoda,branchiopoda,diplostraca,podonidae,Evadne nordmanni,,106273,1,0,0,1,1
3091,arthropoda,branchiopoda,onychopoda,podonidae,Evadne spinifera,,106274,1,0,0,0,1
11399,arthropoda,branchiopoda,diplostraca,podonidae,Pleopis polyphaemoides,,247981,0,0,0,1,1
3092,arthropoda,branchiopoda,onychopoda,podonidae,Pleopis polyphemoides,,106275,1,0,0,0,1
3093,arthropoda,branchiopoda,onychopoda,podonidae,Podon intermedius,,106276,1,0,0,0,1
3087,arthropoda,branchiopoda,diplostraca,podonidae,Podon leuckartii,,106277,1,0,0,1,1
3088,arthropoda,branchiopoda,diplostraca,podonidae,Pseudevadne tergestina,,106278,1,0,0,1,1
3083,arthropoda,branchiopoda,ctenopoda,sididae,Diaphanosoma brachyurum,,234063,1,0,0,0,1
3084,arthropoda,branchiopoda,ctenopoda,sididae,Latona setifera,,412860,1,0,0,0,0
3089,arthropoda,branchiopoda,diplostraca,sididae,Penilia avirostris,,106272,1,0,1,1,1
3094,arthropoda,cephalocarida,brachypoda,hutchinsoniellidae,Hutchinsoniella macracantha,,378162,1,0,1,1,1
3095,arthropoda,cephalocarida,brachypoda,hutchinsoniellidae,Lightiella floridana,,378165,1,0,1,1,0
3096,arthropoda,cephalocarida,brachypoda,hutchinsoniellidae,Lightiella incisa,,378167,1,0,0,1,1
3097,arthropoda,cephalocarida,brachypoda,hutchinsoniellidae,Lightiella serendipita,,378164,1,0,1,0,0
10129,arthropoda,collembola,NA,neanuridae,Anurida maritima,,118139,0,0,1,1,1
3102,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) bifilosa,,104249,1,0,0,0,1
3103,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) californiensis,,348491,1,0,1,0,1
10130,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) giesbrechti,,348500,0,0,1,0,0
11401,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) spinata,,416443,0,0,0,1,0
11402,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) tonsa,,345943,0,0,0,1,1
3106,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acanthacartia) tumida,,196769,1,0,0,0,0
11403,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartia) danae,,346026,0,0,0,1,1
3108,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartia) forcipata,,157663,1,0,0,0,0
11404,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartia) negligens,,346030,0,0,0,1,1
3110,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) bermudensis,,348490,1,0,0,0,0
11405,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) clausi,,149755,0,0,0,1,1
3111,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) discaudata,,104253,1,0,0,0,1
3112,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) floridana,,348499,1,0,0,0,0
11406,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) hudsonica,,149751,0,0,0,1,1
10132,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Acartiura) longiremis,,346037,0,0,1,1,0
11407,arthropoda,hexanauplia,calanoida,acartiidae,Acartia (Odontacartia) lilljeborgi,,346056,0,0,0,1,0
3116,arthropoda,hexanauplia,calanoida,acartiidae,Acartiella sinensis,,346070,1,0,0,0,1
3970,arthropoda,hexanauplia,harpacticoida,aegisthidae,Aegisthus aculeatus,,115508,1,0,0,0,0
3971,arthropoda,hexanauplia,harpacticoida,aegisthidae,Aegisthus mucronatus,,115509,1,0,1,1,0
3972,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cervinia langi,,350003,1,0,0,0,0
3973,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cervinia magna,,350004,1,0,0,1,0
3974,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cervinia mediocauda,,362162,1,0,1,1,0
3975,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cervinia unisetosa,,350005,1,0,0,0,0
3976,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniella bodini,,350006,1,0,1,1,0
3977,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniella hamata,,350008,1,0,1,1,0
3978,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniella mirabilipes,,350009,1,0,0,1,0
3979,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniopsis gorbunovi,,350010,1,0,1,1,0
3980,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniopsis longicaudata,,115742,1,0,0,1,0
3981,arthropoda,hexanauplia,harpacticoida,aegisthidae,Cerviniopsis smirnovi,,357768,1,0,0,0,0
3982,arthropoda,hexanauplia,harpacticoida,aegisthidae,Eucanuella reticulata,,115745,1,0,0,0,0
3983,arthropoda,hexanauplia,harpacticoida,aegisthidae,Expansicervinia glacieria,,351882,1,0,0,0,0
11408,arthropoda,hexanauplia,calanoida,aetideidae,Aetideopsis armatus,,356886,0,0,0,1,0
3118,arthropoda,hexanauplia,calanoida,aetideidae,Aetideopsis multiserrata,,104270,1,0,1,1,1
3120,arthropoda,hexanauplia,calanoida,aetideidae,Aetideopsis rostrata,,348575,1,0,0,0,1
3121,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus acutus,,104273,1,0,0,0,1
3122,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus armatus,,104275,1,0,1,1,1
3123,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus bradyi,,341239,1,0,0,0,1
3124,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus divergens,,346076,1,0,0,1,1
10135,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus giesbrechti,,149742,0,0,1,0,0
11409,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus mexicanus,,346077,0,0,0,1,0
3126,arthropoda,hexanauplia,calanoida,aetideidae,Aetideus pacificus,,254648,1,0,0,0,0
3127,arthropoda,hexanauplia,calanoida,aetideidae,Azygokeras columbiae,,346126,1,0,0,0,0
3128,arthropoda,hexanauplia,calanoida,aetideidae,Bradyetes inermis,,104279,1,0,0,0,0
11410,arthropoda,hexanauplia,calanoida,aetideidae,Bradyidius armatus,,146735,0,0,0,1,0
3130,arthropoda,hexanauplia,calanoida,aetideidae,Bradyidius arnoldi,,346172,1,0,1,1,0
3131,arthropoda,hexanauplia,calanoida,aetideidae,Bradyidius luluae,,104282,1,0,1,1,0
3132,arthropoda,hexanauplia,calanoida,aetideidae,Bradyidius saanichi,,346179,1,0,0,1,0
3133,arthropoda,hexanauplia,calanoida,aetideidae,Bradyidius similis,,104283,1,0,0,0,0
3134,arthropoda,hexanauplia,calanoida,aetideidae,Chiridiella abyssalis,,350046,1,0,0,0,0
3135,arthropoda,hexanauplia,calanoida,aetideidae,Chiridiella bispinosa,,346267,1,0,1,1,0
3136,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius gracilis,,104290,1,0,1,1,1
3137,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius mexicanus,,346277,1,0,0,0,0
11411,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius molestus,,104291,0,0,0,1,0
3139,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius obtusifrons,,104292,1,0,0,0,0
3140,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius polaris,,342442,1,0,0,0,0
3141,arthropoda,hexanauplia,calanoida,aetideidae,Chiridius poppei,,104293,1,0,0,0,0
3142,arthropoda,hexanauplia,calanoida,aetideidae,Chirundina alaskaensis,,366003,1,0,0,0,0
3143,arthropoda,hexanauplia,calanoida,aetideidae,Chirundina streetsii,,104294,1,0,1,1,0
3144,arthropoda,hexanauplia,calanoida,aetideidae,Comantenna recurvata,,346289,1,0,1,1,0
10136,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella amoena,,149723,0,0,1,0,1
3146,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella bitumida,,104298,1,0,0,1,1
3147,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella curticauda,,104299,1,0,1,1,1
3148,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella formosa,,221286,1,0,0,0,0
3149,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella galeata,,149724,1,0,0,0,0
3150,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella maxima,,104300,1,0,1,1,0
10137,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella messinensis,,104301,0,0,1,1,1
11412,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella messinensis messinensis,,414565,0,0,0,1,0
3151,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella pseudopulchra,,196792,1,0,0,1,0
3152,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella pseudotruncata,,346455,1,0,1,1,0
3153,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella pulchra,,104302,1,0,1,1,1
3154,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella rostrata,,104303,1,0,1,1,1
3155,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella splendens,,346457,1,0,1,1,1
10138,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella truncata,,149725,0,0,1,0,0
3157,arthropoda,hexanauplia,calanoida,aetideidae,Euchirella venusta,,221287,1,0,0,0,0
3158,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus armiger,,104306,1,0,0,1,0
11413,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus brachyurus,,104307,0,0,0,1,0
3159,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus brevicornis,,346482,1,0,0,1,0
10139,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus brevispinus,,104316,0,0,1,0,1
3162,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus columbiae,,364894,1,0,0,0,0
11414,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus inermis,,346487,0,0,0,1,0
3163,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus kruppii,,221290,1,0,1,1,0
3164,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus latifrons,,104310,1,0,0,1,0
3165,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus miles,,104311,1,0,1,1,1
3166,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus minor,,104312,1,0,1,1,1
11415,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus minutus,,346489,0,0,0,1,1
3168,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus pileatus,,104313,1,0,1,1,0
10141,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus pungens,,104319,0,0,1,0,0
3170,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus robustus,,346491,1,0,0,0,0
11416,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus simplex,,346494,0,0,0,1,0
11417,arthropoda,hexanauplia,calanoida,aetideidae,Gaetanus tenuispinus,,237965,0,0,0,1,1
3172,arthropoda,hexanauplia,calanoida,aetideidae,Jaschnovia tolli,,247787,1,0,0,0,0
10143,arthropoda,hexanauplia,calanoida,aetideidae,Mesundeuchaeta asymmetrica,,360343,0,0,1,0,0
3173,arthropoda,hexanauplia,calanoida,aetideidae,Pseudeuchaeta brevicauda,,104324,1,0,0,0,0
10144,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella dubia,,104329,0,0,1,1,0
3175,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella notacantha,,221296,1,0,1,0,0
3176,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella obesa,,104334,1,0,1,1,0
3178,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella obtusa,,221292,1,0,0,0,1
10145,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella pustulifera,,104337,0,0,1,1,0
3179,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella scopularis,,104338,1,0,0,0,0
3180,arthropoda,hexanauplia,calanoida,aetideidae,Pseudochirella spectabilis,,104339,1,0,0,0,0
11418,arthropoda,hexanauplia,calanoida,aetideidae,Pseudotharybis magnus,,826493,0,0,0,1,0
3182,arthropoda,hexanauplia,calanoida,aetideidae,Senecella calanoides,,355636,1,0,0,0,0
3183,arthropoda,hexanauplia,calanoida,aetideidae,Undeuchaeta incisa,,104341,1,0,1,1,0
3185,arthropoda,hexanauplia,calanoida,aetideidae,Undeuchaeta intermedia,,356328,1,0,0,0,0
3186,arthropoda,hexanauplia,calanoida,aetideidae,Undeuchaeta major,,104342,1,0,1,1,1
10146,arthropoda,hexanauplia,calanoida,aetideidae,Undeuchaeta plumosa,,356332,0,0,1,0,0
3188,arthropoda,hexanauplia,calanoida,aetideidae,Valdiviella brevicornis,,221298,1,0,0,0,0
3189,arthropoda,hexanauplia,calanoida,aetideidae,Valdiviella insignis,,104344,1,0,1,1,0
3190,arthropoda,hexanauplia,calanoida,aetideidae,Valdiviella oligarthra,,104346,1,0,1,1,0
3984,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira divagans divagans,,115513,1,0,0,0,0
3985,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira longipes,,115517,1,0,1,1,0
3986,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira minuta,,115519,1,0,0,0,0
3987,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira parasimulans,,348680,1,0,0,0,0
3988,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira parvula,,115521,1,0,0,1,0
3989,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira parvuloides,,115522,1,0,1,0,0
3990,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira spinipes,,157687,1,0,0,0,0
3991,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameira tenuicornis,,115527,1,0,0,0,0
3992,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameiropsis brevicornis,,115530,1,0,0,0,0
3993,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameiropsis longicornis,,115531,1,0,0,0,0
3994,arthropoda,hexanauplia,harpacticoida,ameiridae,Ameiropsis mixta,,115533,1,0,0,0,0
3995,arthropoda,hexanauplia,harpacticoida,ameiridae,Antillesia cardisomae,,348864,1,0,0,0,0
3996,arthropoda,hexanauplia,harpacticoida,ameiridae,Cancrincola jamaicensis,,349794,1,0,1,1,0
3997,arthropoda,hexanauplia,harpacticoida,ameiridae,Cancrincola plumipes,,349796,1,0,0,0,0
3998,arthropoda,hexanauplia,harpacticoida,ameiridae,Filexilia trisetosa,,360843,1,0,0,0,0
3999,arthropoda,hexanauplia,harpacticoida,ameiridae,Leptomesochra attenuata,,157700,1,0,0,0,0
4000,arthropoda,hexanauplia,harpacticoida,ameiridae,Leptomesochra boguensis,,352419,1,0,0,0,0
4001,arthropoda,hexanauplia,harpacticoida,ameiridae,Leptomesochra reducta,,352420,1,0,1,0,0
4002,arthropoda,hexanauplia,harpacticoida,ameiridae,Proameira dubia,,115587,1,0,0,0,0
4003,arthropoda,hexanauplia,harpacticoida,ameiridae,Proameira hiddensoensis,,115589,1,0,0,0,0
4004,arthropoda,hexanauplia,harpacticoida,ameiridae,Proameira simplex,,115593,1,0,0,0,0
4005,arthropoda,hexanauplia,harpacticoida,ameiridae,Psammameira grandis,,157716,1,0,0,0,0
4006,arthropoda,hexanauplia,harpacticoida,ameiridae,Pseudoleptomesochrella bisetosa,,355210,1,0,0,0,0
4007,arthropoda,hexanauplia,harpacticoida,ameiridae,Psyllocamptus carolinensis,,355248,1,0,0,0,0
11450,arthropoda,hexanauplia,harpacticoida,ameiridae,Psyllocamptus minutus minutus,,729917,0,0,0,1,0
4009,arthropoda,hexanauplia,harpacticoida,ameiridae,Psyllocamptus triarticulatus,,360377,1,0,1,0,0
4010,arthropoda,hexanauplia,harpacticoida,ameiridae,Sarsameira elongata,,115610,1,0,0,0,0
4011,arthropoda,hexanauplia,harpacticoida,ameiridae,Sarsameira parva,,115615,1,0,0,0,0
4012,arthropoda,hexanauplia,harpacticoida,ancorabolidae,Arthuricornua anendopodia,,361704,1,0,0,1,0
4013,arthropoda,hexanauplia,harpacticoida,ancorabolidae,Dorsiceratus triarticulatus,,351184,1,0,1,1,0
4014,arthropoda,hexanauplia,harpacticoida,ancorabolidae,Paralaophontodes hedgpethi,,352692,1,0,1,0,0
4599,arthropoda,hexanauplia,lepadiformes,anelasmatidae,Anelasma squalicola,,106165,1,0,1,1,0
10208,arthropoda,hexanauplia,cyclopoida,antheacheridae,Antheacheres duebenii,,348831,0,0,1,0,0
3632,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius fitchi,,348841,1,0,0,0,0
3633,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius groenlandicus,,357081,1,0,0,0,0
3634,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius hawaiiensis,,357082,1,0,0,0,0
3635,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius leptostylis,,128742,1,0,0,0,0
3636,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius lighti,,348844,1,0,0,0,0
3637,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius navanacis,,357083,1,0,0,0,0
4662,arthropoda,hexanauplia,poecilostomatoida,anthessiidae,Anthessius nortoni,,348848,1,0,0,0,0
3638,arthropoda,hexanauplia,cyclopoida,anthessiidae,Anthessius obtusispina,,348849,1,0,0,0,0
10282,arthropoda,hexanauplia,poecilostomatoida,anthessiidae,Katanthessius stocki,,361059,0,0,1,1,0
4797,arthropoda,hexanauplia,sessilia,archaeobalanidae,Acasta cyathus,,370509,1,0,1,1,0
10316,arthropoda,hexanauplia,sessilia,archaeobalanidae,Armatobalanus nefrens,,733471,0,0,1,0,0
